,user_id,fl_approved
314,0507e8ec-373b-472b-853f-6e9beed6d2e0,1
315,05081f72-defb-4a08-8670-4ef493d650ce,1
316,050a1e21-d51a-4ece-896c-e691d3a57a21,1
317,050b9fd1-dd11-4144-a7c6-97cec6148211,1
318,050be88f-e329-4f5f-8ebb-ed0fcec7a0ff,1
319,050e63d4-89ee-4f80-bb57-12ec522823d1,1
320,05209c20-6410-42fa-81af-5a7627944014,1
321,052ab5d9-4bbc-4734-988b-fcc6ae5d88f3,1
322,052c7a1f-5c94-439d-b81b-7f051e4e5e24,0
323,052cf9ae-722f-4de6-bab5-53a57a031b7f,1
324,052e3e7d-6db4-4a33-a7ab-8450ac79485a,1
325,053091f9-3db4-46d8-8f9e-013dd3b0071c,0
326,05322278-7daf-45aa-af25-08694c5a4445,1
327,0535114a-d3cf-480b-be89-26b2f234fa64,1
328,0535442d-d798-47b6-a127-b86a1134bcfe,1
329,053abec2-61f9-4578-906d-0b1928a69494,1
330,053e378e-a4f2-4a50-be45-71e8a5cb44c6,1
331,05414d71-54ba-46c7-87cc-5373b9b7e4ad,1
332,05463e14-d922-4fe0-b13f-c2d2615531f5,1
333,054b060b-10e1-413d-94f3-7059dba00be6,1
334,0551af37-be6b-4e44-88eb-b0f45036c986,1
335,05551aa2-4652-4d9e-8235-302008eb6854,1
336,0556368f-a430-43ec-aa32-f8a467641e84,1
337,0556a2aa-7923-46b2-881f-1989c04f7fb4,1
338,05592ac6-dfb4-403c-adb0-fcae26ad21eb,1
339,055ac931-8fa2-4505-a263-b7266600072b,1
340,055c778f-4d73-4eb1-ad68-3d781756aebe,1
341,0569ad94-25b7-4ded-8adc-9129a23b6901,1
342,0569cb40-8926-4f39-a3b0-cc1017e69c1b,1
343,056bbbc4-0975-48ee-8564-713ccd0b748b,1
344,056d7f84-89ab-4333-9a93-59ad9159c762,0
345,056fed33-6e5c-47e0-841e-27afcf45f03d,1
346,05710a93-213d-43e4-a5bb-7249be7b370e,1
347,0572724f-5c65-45c4-b96c-f15ec7e174d0,1
348,05769b9c-528d-4db0-85d1-9fd04156b4d0,1
349,057cf574-7bdc-4d1b-8a10-827ebe5f5178,1
350,057fa924-6b57-4f0a-bcc7-fe1c94e36f3c,1
351,0580bb01-db98-41ac-b978-17032d17ae40,1
352,0586662d-ee17-4d97-a4fb-7f6727d6ffa9,0
353,05869e98-003c-4e7b-853f-3aea46c24801,1
